"loan_amnt","funded_amnt","term","int_rate","installment","emp_length","home_ownership","annual_inc","purpose","dti","delinq_2yrs","earliest_cr_line","open_acc","revol_bal","total_acc","pct_of_inc","result"
15000,15000," 36 months",13.11,506.21,"< 1 year","MORTGAGE",35000,"debt_consolidation",14.26,0,1999-01-06,5,13451,7,0.428571428571429,0
15000,15000," 36 months",12.85,504.33,"n/a","RENT",64000,"debt_consolidation",9.43,0,2003-12-02,6,13951,9,0.234375,1
35000,35000," 60 months",23.5,996.75,"10+ years","OWN",104000,"credit_card",10.4,1,1991-08-17,17,28920,61,0.336538461538462,1
34000,34000," 36 months",11.14,1115.38,"< 1 year","RENT",280000,"home_improvement",6.21,0,1997-12-29,21,70460,54,0.121428571428571,1
10000,10000," 36 months",15.81,350.64,"10+ years","MORTGAGE",40000,"debt_consolidation",21.59,0,1997-03-26,13,9084,13,0.25,0
6000,6000," 36 months",13.11,202.49,"2 years","MORTGAGE",94691,"debt_consolidation",18.73,0,2000-08-17,13,31742,31,0.0633639944662111,1
35000,35000," 60 months",23.33,993.32,"8 years","RENT",92436.99,"debt_consolidation",12.4,0,1992-08-07,14,22933,32,0.378636301333481,0
25775,25775," 60 months",19.72,678.88,"5 years","MORTGAGE",155000,"home_improvement",6.58,0,1998-04-29,10,2362,36,0.166290322580645,1
18000,18000," 60 months",21.98,496.94,"n/a","MORTGAGE",90000,"debt_consolidation",29.92,0,1995-02-17,19,22504,39,0.2,1
6000,6000," 36 months",6.62,184.23,"5 years","MORTGAGE",53000,"debt_consolidation",4.3,0,2006-01-07,14,4386,29,0.113207547169811,1
16800,16800," 60 months",20.5,449.79,"5 years","MORTGAGE",55000,"home_improvement",10.71,1,1989-03-16,6,3772,7,0.305454545454545,0
13000,13000," 36 months",12.12,432.54,"7 years","RENT",27000,"debt_consolidation",14.22,0,2002-06-24,5,12910,8,0.481481481481481,0
4000,4000," 36 months",13.11,134.99,"10+ years","RENT",46000,"debt_consolidation",22.25,3,1999-07-20,7,1592,12,0.0869565217391304,0
4800,4800," 36 months",7.9,150.2,"n/a","MORTGAGE",25000,"credit_card",15.62,0,1983-03-28,11,10566,43,0.192,1
17000,17000," 36 months",16.29,600.11,"10+ years","MORTGAGE",78500,"credit_card",20.13,0,1976-08-05,23,20182,40,0.21656050955414,0
4000,4000," 36 months",7.9,125.17,"2 years","RENT",60000,"car",17.41,0,2005-02-04,11,411,18,0.0666666666666667,1
8000,8000," 36 months",15.96,281.1,"3 years","RENT",42000,"credit_card",6.91,0,1995-01-06,10,8311,31,0.19047619047619,0
23325,23325," 36 months",7.9,729.85,"7 years","MORTGAGE",50000,"small_business",4.44,0,2000-12-26,5,11182,20,0.4665,1
32000,32000," 36 months",13.11,1079.91,"10+ years","MORTGAGE",72000,"debt_consolidation",10.65,0,1994-05-17,12,34359,19,0.444444444444444,1
9000,9000," 36 months",7.62,280.46,"2 years","MORTGAGE",90000,"home_improvement",1.4,0,2002-03-27,5,6275,35,0.1,1
5000,5000," 36 months",7.9,156.46,"n/a","OWN",30000,"home_improvement",1,0,2004-05-28,2,1047,16,0.166666666666667,1
24000,24000," 36 months",8.9,762.08,"10+ years","OWN",1e+05,"credit_card",16.92,0,1990-07-25,7,58341,19,0.24,1
23500,23500," 60 months",16.2,573.98,"3 years","MORTGAGE",94000,"major_purchase",12.91,0,1999-03-04,17,10218,45,0.25,1
15250,15250," 36 months",18.49,555.08,"10+ years","RENT",55000,"debt_consolidation",25.88,0,1996-06-23,8,22955,16,0.277272727272727,0
2800,2800," 36 months",7.9,87.62,"10+ years","RENT",54000,"debt_consolidation",13.6,0,2001-06-02,4,3406,11,0.0518518518518519,1
12000,12000," 36 months",12.12,399.26,"5 years","RENT",52000,"credit_card",22.92,0,2000-07-29,12,14125,32,0.230769230769231,1
15000,15000," 60 months",19.05,389.53,"3 years","MORTGAGE",68000,"debt_consolidation",8.24,0,2004-05-09,10,5044,15,0.220588235294118,1
8000,8000," 36 months",7.62,249.3,"n/a","MORTGAGE",43500,"credit_card",19.67,0,1992-10-21,21,9136,45,0.183908045977011,1
19000,19000," 36 months",14.27,651.87,"10+ years","RENT",70000,"debt_consolidation",16.53,0,1995-11-05,7,20614,32,0.271428571428571,1
10200,10200," 36 months",13.67,346.98,"8 years","MORTGAGE",90000,"credit_card",9.33,0,1996-10-05,9,5380,27,0.113333333333333,0
1000,1000," 36 months",23.28,38.86,"6 years","OWN",12000,"home_improvement",16,0,2004-11-12,11,480,20,0.0833333333333333,1
12000,12000," 36 months",17.27,429.45,"10+ years","RENT",55000,"debt_consolidation",21.01,0,1992-07-07,14,15426,30,0.218181818181818,1
3600,3600," 36 months",22.47,138.37,"2 years","MORTGAGE",58000,"other",27.41,1,2004-09-23,15,7602,40,0.0620689655172414,0
7000,7000," 36 months",13.67,238.13,"4 years","RENT",114000,"wedding",5.05,1,1986-03-07,12,4138,17,0.0614035087719298,1
6000,6000," 36 months",16.29,211.81,"2 years","OWN",35000,"credit_card",28.83,2,1997-08-27,16,16868,34,0.171428571428571,0
10000,10000," 36 months",6.03,304.36,"9 years","RENT",60000,"debt_consolidation",3.36,0,1996-06-06,7,5959,31,0.166666666666667,0
4900,4900," 36 months",19.52,180.91,"7 years","RENT",67000,"debt_consolidation",18.41,0,2000-10-18,10,11431,14,0.073134328358209,1
15000,15000," 60 months",16.29,367.09,"10+ years","MORTGAGE",59000,"debt_consolidation",16.76,0,1999-08-23,7,9871,19,0.254237288135593,1
12000,12000," 60 months",11.55,264.22,"< 1 year","MORTGAGE",57000,"home_improvement",17.03,0,2004-03-18,14,5036,25,0.210526315789474,1
16000,16000," 36 months",6.62,491.26,"6 years","MORTGAGE",60000,"vacation",6.74,0,1995-01-16,5,7111,27,0.266666666666667,1
32900,32900," 60 months",17.77,831.34,"2 years","MORTGAGE",80000,"debt_consolidation",17.07,2,2000-05-31,14,5609,29,0.41125,1
8000,8000," 36 months",17.99,289.18,"9 years","MORTGAGE",63000,"debt_consolidation",19.33,0,1996-03-16,11,20352,26,0.126984126984127,1
